Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
QIS60964,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-20,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60976,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-20,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60796,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-21,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60832,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-24,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60880,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-22,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60892,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-24,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60904,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-24,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60328,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60398,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60458,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60940,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-24,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60286,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,Peru,Homo sapiens,,2020-03-10,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS61540,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-23,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60988,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-24,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60308,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS61480,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-23,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS61492,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-23,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS61504,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-23,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS61516,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-23,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS61564,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-23,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS61432,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-23,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30534,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30604,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30614,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30464,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30514,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30544,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30214,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30234,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30264,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30154,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30124,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30164,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30174,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30244,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30274,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30284,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7093,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30194,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30554,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30584,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30254,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30294,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30624,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30304,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30334,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30364,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30404,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30414,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30434,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30444,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30474,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30484,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30494,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30574,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30344,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30384,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30084,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30064,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30074,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30094,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30104,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30114,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30374,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-16,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30314,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30644,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7051,USA: WA,Homo sapiens,,2020-03-15,"orf1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIS30664,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30674,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30324,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30654,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-15,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS29980,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30040,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30004,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30016,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30028,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS29992,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68643,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-22,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68663,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-25,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68633,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-25,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68653,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-22,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68673,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-21,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68463,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68473,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68483,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-12,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68493,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68503,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68513,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68523,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68533,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,USA: WA,Homo sapiens,,2020-03-14,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68543,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7095,USA: WA,Homo sapiens,,2020-03-13,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68553,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-23,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68563,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-23,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68573,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-23,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68583,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-24,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68593,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-25,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68603,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-21,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68613,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-21,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68623,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-25,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIQ68683,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7096,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-21,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
